tdb,tr,rh,v,wbgt,heat_index,age,weight,height,bmi,activity_level,met_w_m2,clo,acclimatized,hydration_status,hours_worked,worker_type,d_lim_t_re_raw,water_loss_g,t_re_final,t_sk_final,remaining_safe_min,hr_estimated,climate_zone,risk_label_int,risk_label,alert_color
37.33,48.75,80.5,2.26,36.781,68.209,19,83.0,177.3,26.39,heavy,200.0,0.39,0,dehydrated,6.78,quarry,28.0,9285.4,40.0,37.2,0.0,156.1,Semi_Arid,3,CRITICAL,red
39.01,44.1,46.25,3.64,32.087,49.298,56,81.4,153.6,34.5,heavy,200.0,0.35,1,well,6.48,construction,46.0,6126.8,38.0,35.1,0.0,128.9,Semi_Arid,3,CRITICAL,red
38.68,48.07,28.67,2.43,29.935,38.68,45,64.4,155.3,26.72,heavy,200.0,0.44,1,mild,6.26,brick_kiln,37.0,6143.7,38.1,35.5,0.0,125.5,Hot_Dry,3,CRITICAL,red
38.36,53.23,56.75,1.56,35.624,54.01,41,69.1,163.8,25.76,heavy,200.0,0.67,0,well,6.43,brick_kiln,168.0,9000.4,38.2,36.2,0.0,138.8,Composite,3,CRITICAL,red
40.36,55.28,57.24,1.98,37.421,61.741,50,50.9,183.3,15.16,heavy,200.0,0.63,1,mild,6.71,construction,41.0,8519.4,40.0,37.2,0.0,143.0,Hot_Dry,3,CRITICAL,red
31.96,44.83,55.02,2.15,28.941,35.565,46,52.1,174.6,17.1,heavy,200.0,0.44,1,mild,6.75,agriculture,480.0,4515.1,37.8,35.1,91.97,130.0,Semi_Arid,0,LOW,green
32.75,46.96,27.52,1.36,26.14,32.75,30,46.0,153.0,19.66,heavy,200.0,0.52,1,well,6.35,quarry,480.0,5212.0,37.9,35.3,170.93,116.0,Semi_Arid,0,LOW,green
34.69,39.4,52.69,5.13,28.797,40.975,26,53.9,159.1,21.3,heavy,200.0,0.63,0,well,6.53,agriculture,480.0,5291.9,38.0,34.4,88.44,128.0,Hot_Humid,0,LOW,green
39.11,43.36,50.95,2.42,33.086,52.546,32,50.5,183.3,15.02,heavy,200.0,0.59,0,well,6.34,agriculture,480.0,6998.6,38.0,35.5,99.46,140.7,Hot_Dry,0,LOW,green
33.08,38.69,27.29,1.74,24.537,33.082,53,50.8,183.6,15.08,heavy,200.0,0.57,1,mild,6.86,construction,480.0,4220.6,37.8,34.7,85.37,126.5,Highland,0,LOW,green
32.39,34.06,40.89,1.19,25.494,33.015,44,59.6,154.3,25.0,heavy,200.0,0.32,0,mild,6.12,fishing,480.0,3994.1,37.8,34.7,64.96,133.0,Hot_Humid,0,LOW,green
31.91,38.97,83.22,3.18,30.652,45.414,37,61.7,158.9,24.45,heavy,200.0,0.65,1,well,6.17,tea_plantation,480.0,5039.9,37.8,34.9,181.64,124.1,Hot_Humid,0,LOW,green
38.97,47.62,26.09,3.66,29.121,38.975,45,55.6,155.4,23.0,heavy,200.0,0.47,1,dehydrated,6.73,road_work,31.0,6199.4,38.1,35.1,0.0,145.3,Semi_Arid,3,CRITICAL,red
33.38,48.48,79.34,3.16,33.277,49.31,47,60.0,168.7,21.09,heavy,200.0,0.64,1,well,6.76,road_labor,480.0,6065.0,37.8,35.3,146.31,135.4,Composite,0,LOW,green
32.52,39.85,33.96,2.11,25.42,32.517,28,48.0,154.0,20.22,heavy,200.0,0.67,0,well,6.22,construction,480.0,4581.0,37.9,34.9,106.62,135.4,Hot_Humid,0,LOW,green
37.3,48.77,53.4,1.68,33.465,48.463,51,53.1,157.3,21.45,heavy,200.0,0.46,1,mild,6.57,road_labor,480.0,6266.5,37.9,35.8,102.73,131.1,Composite,0,LOW,green
31.23,37.23,79.21,3.27,29.323,41.378,50,63.3,171.5,21.52,heavy,200.0,0.45,0,dehydrated,6.73,fishing,480.0,3840.1,37.8,34.5,0.0,157.4,Hot_Humid,3,CRITICAL,red
32.63,39.66,66.73,4.67,29.044,41.013,40,73.6,161.5,28.22,heavy,200.0,0.51,1,mild,6.89,fishing,480.0,4615.2,37.9,34.4,83.53,131.7,Hot_Humid,0,LOW,green
33.87,45.82,82.41,2.09,33.788,53.074,24,81.8,159.8,32.05,heavy,200.0,0.46,0,mild,6.9,agriculture,480.0,6786.3,37.8,35.6,17.98,146.7,Hot_Humid,2,HIGH,orange
38.51,44.89,63.12,2.99,34.502,59.188,47,60.1,152.8,25.72,heavy,200.0,0.38,0,well,6.41,salt_pan,480.0,7488.9,37.8,35.5,95.25,140.3,Hot_Dry,0,LOW,green
34.65,45.89,42.5,5.25,28.403,37.309,58,83.3,179.3,25.93,heavy,200.0,0.54,0,dehydrated,6.64,agriculture,480.0,4840.9,37.9,34.4,0.0,150.8,Hot_Humid,3,CRITICAL,red
34.94,43.93,52.89,3.61,30.173,41.702,37,70.5,160.5,27.35,heavy,200.0,0.33,0,well,6.58,road_work,47.0,5356.7,38.0,34.9,0.0,129.6,Semi_Arid,3,CRITICAL,red
36.73,40.34,80.24,0.99,34.991,64.944,41,71.8,175.4,23.33,heavy,200.0,0.46,0,well,6.94,quarry,29.0,8930.0,41.1,37.7,0.0,141.5,Semi_Arid,3,CRITICAL,red
33.36,44.39,50.11,2.98,28.964,37.06,53,66.7,151.8,28.94,heavy,200.0,0.65,1,mild,6.44,construction,480.0,4599.3,37.8,34.9,110.41,126.4,Semi_Arid,0,LOW,green
30.86,40.5,66.39,2.47,28.514,36.19,44,58.0,184.0,17.14,heavy,200.0,0.37,1,well,6.74,agriculture,480.0,3966.8,37.8,34.8,147.74,125.5,Composite,0,LOW,green
33.05,42.34,41.01,3.05,27.06,34.09,24,75.2,165.1,27.61,heavy,200.0,0.37,1,mild,6.34,construction,480.0,4746.1,38.0,34.7,116.46,133.6,Hot_Humid,0,LOW,green
34.14,50.54,33.1,1.98,28.507,34.145,48,79.9,168.9,28.04,heavy,200.0,0.55,0,mild,6.68,salt_pan,480.0,5265.3,37.9,35.4,31.1,145.6,Hot_Dry,1,MODERATE,yellow
40.49,46.09,38.71,1.93,32.749,40.495,35,46.0,165.5,16.81,heavy,200.0,0.53,1,dehydrated,6.68,brick_kiln,41.0,6891.9,38.1,35.7,0.0,150.0,Hot_Dry,3,CRITICAL,red
31.33,41.9,59.24,3.97,27.865,35.357,22,80.5,161.7,30.78,heavy,200.0,0.38,0,mild,6.03,fishing,480.0,4295.8,37.9,34.4,70.15,131.6,Hot_Humid,0,LOW,green
34.78,38.11,72.33,2.28,31.725,50.862,60,47.5,170.8,16.27,heavy,200.0,0.42,1,mild,6.74,agriculture,480.0,4761.5,37.7,35.0,92.57,131.1,Semi_Arid,0,LOW,green
32.6,37.79,43.44,2.34,26.401,33.892,58,65.0,165.0,23.88,heavy,200.0,0.3,1,dehydrated,6.15,tea_plantation,480.0,3853.2,37.8,34.5,44.72,125.1,Hot_Humid,1,MODERATE,yellow
33.72,37.2,82.73,2.6,31.827,52.577,25,69.3,173.1,23.13,heavy,200.0,0.46,1,well,6.11,construction,480.0,5765.5,37.8,35.0,185.5,128.1,Semi_Arid,0,LOW,green
33.05,36.01,75.16,4.82,30.01,45.964,56,84.9,154.9,35.35,heavy,200.0,0.59,0,dehydrated,6.06,agriculture,480.0,4622.3,37.8,34.2,0.0,151.3,Hot_Humid,3,CRITICAL,red
34.85,52.72,52.02,2.15,32.186,41.11,45,59.3,159.5,23.31,heavy,200.0,0.65,0,mild,6.33,agriculture,480.0,5833.6,37.9,35.6,51.9,143.1,Hot_Dry,1,MODERATE,yellow
35.94,46.94,65.9,1.8,33.726,51.355,35,46.4,184.5,13.65,heavy,200.0,0.42,1,well,7.0,agriculture,480.0,6580.0,37.9,35.8,132.24,133.5,Highland,0,LOW,green
35.63,44.83,51.24,3.78,30.567,42.753,55,58.8,159.2,23.18,heavy,200.0,0.38,0,well,6.62,brick_kiln,480.0,5173.0,37.9,34.9,82.52,131.8,Hot_Dry,0,LOW,green
35.49,42.72,73.27,1.39,33.565,54.225,50,80.6,161.9,30.74,heavy,200.0,0.63,0,dehydrated,6.67,road_labor,277.0,8458.1,38.1,35.7,0.0,156.5,Composite,3,CRITICAL,red
39.79,57.31,24.06,1.25,31.83,39.789,23,54.7,183.3,16.29,heavy,200.0,0.64,0,well,6.52,brick_kiln,39.0,7522.0,38.1,36.1,0.0,134.5,Hot_Dry,3,CRITICAL,red
29.3,40.51,55.26,2.53,26.083,30.792,36,53.4,176.0,17.26,heavy,200.0,0.51,1,dehydrated,6.64,construction,480.0,3877.6,37.8,34.7,15.87,135.3,Highland,2,HIGH,orange
33.33,40.42,48.64,1.76,28.321,36.564,37,74.7,158.1,29.85,heavy,200.0,0.51,1,mild,6.34,road_work,480.0,4788.9,37.9,35.1,116.57,123.8,Semi_Arid,0,LOW,green
30.69,34.88,18.11,1.52,20.667,30.687,23,68.3,172.7,22.92,heavy,200.0,0.47,0,well,6.9,brick_kiln,480.0,3975.9,37.9,34.5,65.72,125.6,Composite,0,LOW,green
30.11,39.18,43.59,1.3,25.312,30.264,22,68.0,154.6,28.46,heavy,200.0,0.52,1,well,6.11,construction,480.0,4282.5,37.8,34.9,185.21,121.8,Highland,0,LOW,green
30.56,33.76,56.1,2.32,25.802,33.085,23,58.8,150.9,25.85,heavy,200.0,0.49,0,dehydrated,6.76,construction,480.0,3786.8,37.8,34.5,0.0,153.2,Highland,3,CRITICAL,red
37.04,41.01,49.93,2.89,30.869,45.838,45,74.4,157.3,30.07,heavy,200.0,0.55,1,well,6.2,agriculture,480.0,5559.4,37.9,35.0,179.89,130.8,Semi_Arid,0,LOW,green
33.5,45.06,58.79,2.65,30.415,40.358,52,79.5,162.3,30.18,heavy,200.0,0.63,1,dehydrated,6.55,road_work,480.0,4804.4,37.8,35.1,21.2,132.8,Semi_Arid,2,HIGH,orange
32.24,46.87,40.45,3.52,27.193,32.707,39,84.9,171.6,28.81,heavy,200.0,0.34,0,dehydrated,6.86,construction,480.0,4723.1,38.0,34.7,0.0,143.4,Semi_Arid,3,CRITICAL,red
33.59,41.93,62.36,1.78,30.556,42.005,45,75.0,154.3,31.52,heavy,200.0,0.34,0,well,6.53,agriculture,480.0,4780.5,37.9,35.3,88.25,138.9,Hot_Humid,0,LOW,green
38.4,50.92,55.76,2.33,34.822,53.461,38,48.4,169.8,16.81,heavy,200.0,0.61,1,well,6.01,construction,480.0,7716.1,37.9,35.8,191.17,136.3,Highland,0,LOW,green
31.21,33.78,40.69,2.72,24.163,31.297,35,77.6,177.9,24.5,heavy,200.0,0.33,0,mild,6.21,fishing,480.0,3795.1,37.9,34.1,59.65,138.3,Hot_Humid,1,MODERATE,yellow
36.91,46.5,22.17,2.57,27.134,36.906,32,81.9,168.8,28.72,heavy,200.0,0.64,0,dehydrated,6.34,construction,40.0,5736.1,38.1,35.1,0.0,125.1,Composite,3,CRITICAL,red
38.94,49.92,24.49,1.75,29.788,38.942,51,72.8,150.9,31.96,heavy,200.0,0.43,0,mild,6.54,salt_pan,46.0,6137.6,38.0,35.7,0.0,139.2,Hot_Dry,3,CRITICAL,red
37.68,48.93,73.05,3.12,35.926,63.59,50,73.2,184.9,21.42,heavy,200.0,0.41,1,dehydrated,6.15,agriculture,55.0,8483.2,38.7,36.2,0.0,154.4,Semi_Arid,3,CRITICAL,red
37.68,44.89,70.26,4.23,34.436,61.321,23,65.2,153.7,27.58,heavy,200.0,0.52,1,mild,6.52,construction,47.0,9325.1,39.0,35.8,0.0,143.2,Hot_Dry,3,CRITICAL,red
33.64,45.0,59.17,2.33,30.647,40.859,52,77.5,170.7,26.59,heavy,200.0,0.67,0,dehydrated,6.61,fishing,480.0,4896.6,37.8,35.2,0.0,158.7,Hot_Humid,3,CRITICAL,red
34.98,48.54,87.61,2.37,35.695,61.787,21,53.4,150.5,23.59,heavy,200.0,0.54,1,mild,6.16,construction,40.0,9293.3,39.4,36.6,0.0,134.6,Semi_Arid,3,CRITICAL,red
35.36,46.55,80.0,2.92,34.563,58.179,57,65.5,179.8,20.25,heavy,200.0,0.38,1,well,6.99,construction,480.0,6970.6,37.7,35.4,132.55,131.6,Hot_Dry,0,LOW,green
37.32,47.69,47.82,1.31,32.571,45.53,51,66.6,174.2,21.95,heavy,200.0,0.62,1,dehydrated,6.39,salt_pan,480.0,6488.6,37.8,35.6,30.81,136.9,Hot_Dry,1,MODERATE,yellow
31.3,39.51,39.75,1.51,25.601,31.303,41,78.6,170.8,26.94,heavy,200.0,0.61,0,mild,6.34,road_labor,480.0,4330.3,37.8,34.9,51.69,124.5,Composite,1,MODERATE,yellow
38.5,48.35,66.69,3.7,35.447,62.018,29,46.9,172.6,15.76,heavy,200.0,0.32,1,dehydrated,6.16,quarry,480.0,9305.7,37.9,35.6,44.24,144.7,Semi_Arid,1,MODERATE,yellow
33.16,42.85,77.16,1.2,32.325,47.348,31,72.1,160.6,27.97,heavy,200.0,0.68,0,dehydrated,6.43,road_work,480.0,8128.0,37.7,35.5,0.0,155.9,Semi_Arid,3,CRITICAL,red
31.85,34.96,39.5,2.01,24.868,31.847,35,46.9,167.8,16.68,heavy,200.0,0.38,0,mild,6.87,agriculture,480.0,4060.8,37.9,34.5,19.8,143.5,Hot_Humid,2,HIGH,orange
32.19,39.88,52.0,2.94,27.499,35.234,40,54.0,182.2,16.25,heavy,200.0,0.69,1,well,6.54,fishing,480.0,4439.6,37.9,34.8,159.88,125.7,Hot_Humid,0,LOW,green
33.84,40.56,59.74,2.4,29.957,41.634,52,45.4,161.2,17.48,heavy,200.0,0.3,0,well,6.61,construction,480.0,4488.8,37.8,35.0,83.45,135.3,Hot_Dry,0,LOW,green
36.19,48.51,65.13,3.03,33.764,51.792,40,84.7,184.9,24.77,heavy,200.0,0.56,1,mild,6.21,construction,480.0,6739.0,37.9,35.5,124.22,139.9,Hot_Dry,0,LOW,green
35.27,45.33,61.76,2.46,32.191,46.759,23,64.0,172.0,21.62,heavy,200.0,0.57,1,dehydrated,6.25,road_labor,480.0,5935.1,37.9,35.4,39.2,142.1,Composite,1,MODERATE,yellow
39.09,54.95,51.19,3.76,35.027,52.654,33,84.7,170.0,29.29,heavy,200.0,0.38,1,dehydrated,6.03,agriculture,31.0,7673.3,38.1,35.8,0.0,134.3,Semi_Arid,3,CRITICAL,red
35.69,39.6,72.33,5.04,32.218,54.441,27,68.2,183.9,20.15,heavy,200.0,0.53,0,dehydrated,6.19,construction,480.0,8013.2,37.8,34.6,0.0,152.7,Hot_Humid,3,CRITICAL,red
34.35,45.43,59.0,2.33,31.232,42.733,43,47.9,150.9,21.05,heavy,200.0,0.4,0,well,6.0,quarry,480.0,5215.5,37.9,35.3,119.95,125.1,Semi_Arid,0,LOW,green
39.34,43.71,60.32,2.27,34.711,60.277,50,58.3,163.9,21.71,heavy,200.0,0.4,1,dehydrated,6.07,salt_pan,480.0,7682.6,37.8,35.6,50.08,140.5,Hot_Dry,1,MODERATE,yellow
35.39,38.65,61.87,4.15,30.64,47.187,48,66.1,177.3,21.02,heavy,200.0,0.44,1,well,6.95,construction,480.0,5159.0,37.9,34.6,134.91,141.9,Hot_Humid,0,LOW,green
37.83,43.8,34.22,1.48,29.879,37.832,42,58.1,172.2,19.61,heavy,200.0,0.33,1,mild,6.4,tea_plantation,480.0,5760.5,38.0,35.6,112.55,137.7,Highland,0,LOW,green
33.46,50.98,55.64,2.78,31.134,39.104,39,53.5,184.5,15.71,heavy,200.0,0.33,0,mild,6.1,brick_kiln,480.0,5399.1,38.0,35.4,65.95,137.5,Hot_Dry,0,LOW,green
31.57,38.09,57.54,3.65,27.17,35.424,54,77.2,160.4,30.0,heavy,200.0,0.59,0,mild,6.73,tea_plantation,480.0,3878.4,37.8,34.4,28.41,133.0,Hot_Humid,2,HIGH,orange
37.5,41.44,57.37,2.1,32.571,51.499,53,63.5,157.6,25.56,heavy,200.0,0.56,0,well,6.97,construction,480.0,5924.1,37.8,35.3,62.05,137.2,Hot_Dry,0,LOW,green
35.1,43.86,69.28,1.36,33.031,50.305,36,75.0,154.6,31.39,heavy,200.0,0.32,0,mild,6.39,construction,480.0,6212.7,37.8,35.7,48.39,141.9,Hot_Dry,1,MODERATE,yellow
33.33,49.45,81.5,2.34,33.914,50.239,48,59.2,176.7,18.94,heavy,200.0,0.64,1,dehydrated,6.31,salt_pan,480.0,6480.8,37.7,35.5,35.5,140.5,Hot_Dry,1,MODERATE,yellow
37.38,45.76,63.59,2.25,34.126,55.152,38,56.4,181.5,17.14,heavy,200.0,0.52,0,mild,6.44,road_labor,480.0,7323.0,37.8,35.6,45.5,148.2,Composite,1,MODERATE,yellow
33.24,38.06,48.64,2.17,27.657,36.373,24,59.3,166.9,21.27,heavy,200.0,0.56,0,mild,6.99,quarry,480.0,4630.7,37.9,34.9,12.7,135.4,Semi_Arid,2,HIGH,orange
32.37,43.92,34.79,1.11,26.574,32.375,48,50.2,181.1,15.31,heavy,200.0,0.55,1,mild,6.31,construction,480.0,4780.9,37.8,35.2,118.31,121.4,Semi_Arid,0,LOW,green
34.93,43.07,45.03,1.59,29.502,38.698,26,59.1,172.2,19.92,heavy,200.0,0.46,1,mild,6.64,tea_plantation,480.0,5361.0,37.9,35.4,98.18,131.8,Hot_Humid,0,LOW,green
30.02,40.75,68.19,2.53,28.126,34.655,40,72.6,179.0,22.66,heavy,200.0,0.37,0,mild,6.6,agriculture,480.0,3872.2,37.8,34.7,35.85,132.7,Highland,1,MODERATE,yellow
35.14,45.94,59.24,2.54,31.875,45.11,54,53.1,151.3,23.21,heavy,200.0,0.35,0,mild,6.08,agriculture,480.0,5195.4,37.9,35.3,67.31,146.5,Hot_Dry,0,LOW,green
35.3,47.93,30.4,2.4,28.126,35.298,47,50.9,163.1,19.13,heavy,200.0,0.57,0,mild,6.02,agriculture,480.0,5279.1,38.0,35.2,71.09,135.8,Highland,0,LOW,green
39.0,49.58,36.06,1.99,31.975,39.003,57,75.1,176.0,24.22,heavy,200.0,0.39,0,mild,6.85,construction,480.0,6122.8,38.0,35.7,20.83,144.2,Highland,2,HIGH,orange
33.43,41.84,71.22,3.28,31.021,45.423,18,47.8,168.7,16.8,heavy,200.0,0.5,0,mild,6.23,salt_pan,480.0,5174.4,37.9,35.0,58.03,144.4,Hot_Dry,1,MODERATE,yellow
36.76,42.87,34.14,2.7,28.62,36.762,43,61.1,161.4,23.45,heavy,200.0,0.37,1,dehydrated,6.36,agriculture,46.0,5478.0,38.0,35.0,0.0,137.9,Composite,3,CRITICAL,red
38.51,40.9,45.35,2.48,31.307,47.391,60,61.7,165.7,22.49,heavy,200.0,0.59,0,mild,6.41,brick_kiln,480.0,5486.1,37.9,35.1,47.27,139.1,Hot_Dry,1,MODERATE,yellow
38.22,42.76,30.95,1.74,29.241,38.224,44,74.7,172.3,25.16,heavy,200.0,0.55,1,mild,6.5,construction,480.0,5666.1,38.0,35.3,106.55,127.3,Composite,0,LOW,green
38.19,48.66,44.76,1.82,32.745,46.224,24,72.2,163.9,26.87,heavy,200.0,0.42,0,dehydrated,6.5,construction,44.0,6562.9,38.0,35.9,0.0,155.1,Semi_Arid,3,CRITICAL,red
31.92,36.43,58.63,2.66,27.518,36.479,55,80.4,167.1,28.77,heavy,200.0,0.4,1,well,6.15,tea_plantation,480.0,3715.4,37.8,34.5,182.87,124.9,Highland,0,LOW,green
33.48,34.82,34.43,1.5,25.295,33.482,40,82.2,183.2,24.48,heavy,200.0,0.58,1,mild,6.9,agriculture,480.0,4400.8,37.9,34.8,83.1,125.5,Hot_Humid,0,LOW,green
34.42,41.34,54.96,1.11,30.309,41.225,53,60.5,178.2,19.05,heavy,200.0,0.53,1,dehydrated,6.53,agriculture,480.0,5170.1,37.8,35.3,22.3,136.0,Semi_Arid,2,HIGH,orange
39.25,52.56,44.44,2.06,34.129,48.886,59,71.1,151.2,31.08,heavy,200.0,0.39,1,dehydrated,6.96,construction,480.0,6563.0,38.0,36.0,0.0,147.1,Semi_Arid,3,CRITICAL,red
33.03,44.17,75.34,1.72,32.124,45.975,41,55.3,175.4,17.96,heavy,200.0,0.45,1,dehydrated,6.42,tea_plantation,480.0,5350.1,37.8,35.5,29.03,149.3,Hot_Humid,2,HIGH,orange
33.63,38.93,19.56,1.96,23.323,33.626,50,74.9,180.5,22.98,heavy,200.0,0.51,0,dehydrated,6.41,salt_pan,480.0,4358.7,37.9,34.6,0.0,130.6,Hot_Dry,3,CRITICAL,red
38.2,50.34,60.25,1.79,35.344,55.886,24,46.9,160.1,18.29,heavy,200.0,0.57,0,mild,6.92,agriculture,480.0,9141.2,37.8,35.9,16.58,148.8,Semi_Arid,2,HIGH,orange
40.53,56.19,39.48,2.3,34.82,40.535,32,59.0,174.9,19.29,heavy,200.0,0.36,1,well,6.67,construction,28.0,7796.6,38.2,36.4,0.0,137.3,Hot_Dry,3,CRITICAL,red
33.61,45.98,37.56,3.02,27.649,33.61,38,47.4,154.4,19.88,heavy,200.0,0.32,1,mild,6.99,construction,77.0,5056.7,38.0,34.9,0.0,133.0,Semi_Arid,3,CRITICAL,red
35.85,38.91,61.89,1.66,31.586,48.688,60,78.4,160.9,30.27,heavy,200.0,0.47,0,dehydrated,6.88,agriculture,480.0,5027.7,37.7,35.2,0.0,150.7,Hot_Dry,3,CRITICAL,red
36.21,47.73,78.97,4.93,34.729,61.373,57,75.0,153.7,31.74,heavy,200.0,0.43,0,well,6.15,construction,46.0,8092.8,38.9,35.6,0.0,139.7,Hot_Humid,3,CRITICAL,red
38.3,41.61,68.74,2.19,34.665,62.816,35,64.8,171.5,22.03,heavy,200.0,0.44,0,mild,6.71,construction,89.0,9319.5,38.3,35.9,0.0,150.0,Composite,3,CRITICAL,red
35.48,41.29,55.31,5.45,29.876,44.203,42,45.1,161.9,17.22,heavy,200.0,0.46,0,mild,6.17,fishing,48.0,5489.4,38.0,34.3,0.0,147.6,Hot_Humid,3,CRITICAL,red
38.15,51.17,43.74,2.8,32.764,45.592,22,64.5,175.9,20.86,heavy,200.0,0.61,1,mild,6.8,construction,44.0,6676.2,38.0,35.6,0.0,143.6,Semi_Arid,3,CRITICAL,red
33.67,42.17,41.7,2.92,27.575,35.285,27,83.5,169.0,29.23,heavy,200.0,0.35,0,dehydrated,6.4,agriculture,480.0,4886.5,38.0,34.8,0.0,146.3,Hot_Humid,3,CRITICAL,red
38.96,46.76,36.93,0.56,31.965,38.962,32,65.0,151.9,28.14,heavy,200.0,0.42,0,dehydrated,6.24,tea_plantation,480.0,7750.8,37.9,36.0,0.0,141.8,Highland,3,CRITICAL,red
36.55,48.22,49.48,2.49,32.028,44.317,43,49.7,172.3,16.75,heavy,200.0,0.31,1,dehydrated,6.13,road_labor,50.0,5936.3,38.0,35.6,0.0,143.8,Composite,3,CRITICAL,red
35.09,37.47,53.32,2.76,29.297,42.252,21,66.1,151.2,28.89,heavy,200.0,0.32,1,dehydrated,6.3,road_labor,480.0,4988.3,38.0,34.8,36.15,142.5,Composite,1,MODERATE,yellow
40.44,45.2,31.17,1.48,31.25,40.439,57,53.1,166.1,19.25,heavy,200.0,0.45,1,dehydrated,6.77,brick_kiln,480.0,6036.5,37.9,35.6,7.65,144.8,Hot_Dry,2,HIGH,orange
33.22,44.03,50.78,2.48,29.031,36.965,52,51.2,152.9,21.89,heavy,200.0,0.44,1,dehydrated,6.5,agriculture,480.0,4552.7,37.9,35.0,24.26,135.8,Hot_Dry,2,HIGH,orange
35.97,41.18,23.01,0.73,26.25,35.973,27,55.3,167.7,19.65,heavy,200.0,0.61,1,well,6.11,road_labor,480.0,5674.6,37.9,35.3,185.41,117.3,Composite,0,LOW,green
40.22,50.76,48.82,3.72,34.631,54.62,43,83.2,171.8,28.19,heavy,200.0,0.59,0,mild,6.87,construction,480.0,7908.8,38.0,35.4,19.82,146.6,Hot_Dry,2,HIGH,orange
33.37,37.11,82.0,1.9,31.672,50.71,35,69.4,152.9,29.67,heavy,200.0,0.35,1,well,6.72,fishing,480.0,5179.9,37.8,35.1,148.94,124.4,Hot_Humid,0,LOW,green
32.26,43.63,48.64,1.55,28.275,34.505,45,59.4,154.1,25.0,heavy,200.0,0.34,1,mild,6.24,construction,480.0,4596.0,37.9,35.2,122.18,127.1,Highland,0,LOW,green
34.49,38.78,67.88,2.34,31.098,47.388,29,58.9,182.4,17.7,heavy,200.0,0.58,1,dehydrated,6.56,fishing,480.0,5454.3,37.9,35.2,20.43,152.3,Hot_Humid,2,HIGH,orange
36.84,50.71,65.61,4.14,34.409,54.495,37,50.7,150.4,22.42,heavy,200.0,0.56,0,dehydrated,6.98,construction,480.0,8023.2,37.9,35.3,0.0,156.8,Hot_Dry,3,CRITICAL,red
34.52,38.02,52.52,1.97,29.136,40.512,33,81.2,179.6,25.18,heavy,200.0,0.31,1,mild,6.79,construction,480.0,4850.0,37.9,35.0,89.37,124.2,Highland,0,LOW,green
36.2,42.36,76.84,2.39,34.16,59.747,32,63.6,150.6,28.06,heavy,200.0,0.64,0,well,6.4,agriculture,64.0,9315.2,38.8,36.0,0.0,136.4,Hot_Humid,3,CRITICAL,red
34.65,51.0,36.71,2.16,29.464,34.655,42,57.8,183.6,17.15,heavy,200.0,0.45,1,well,6.27,agriculture,480.0,5557.6,38.0,35.5,175.89,123.9,Hot_Dry,0,LOW,green
36.09,47.82,86.32,3.39,35.965,66.591,51,47.9,156.4,19.59,heavy,200.0,0.68,0,mild,6.06,road_work,25.0,8398.7,41.4,37.3,0.0,139.8,Semi_Arid,3,CRITICAL,red
33.86,44.58,79.09,2.75,32.959,51.1,19,55.2,181.9,16.67,heavy,200.0,0.59,1,mild,6.18,road_labor,480.0,6498.0,37.8,35.3,125.85,139.0,Composite,0,LOW,green
34.63,46.55,40.08,1.14,29.395,36.567,44,54.7,166.5,19.72,heavy,200.0,0.6,1,dehydrated,6.55,road_work,480.0,5606.3,37.9,35.5,20.99,142.4,Semi_Arid,2,HIGH,orange
34.34,46.14,49.39,2.29,30.111,38.935,31,50.9,179.1,15.86,heavy,200.0,0.63,0,mild,7.0,salt_pan,480.0,5414.9,37.9,35.3,12.23,138.0,Hot_Dry,2,HIGH,orange
33.19,46.21,74.57,2.21,32.421,46.195,48,55.8,160.4,21.71,heavy,200.0,0.67,0,mild,6.93,construction,480.0,5506.9,37.8,35.4,16.32,150.7,Semi_Arid,2,HIGH,orange
31.1,41.64,68.3,2.55,29.113,37.339,57,67.0,180.0,20.67,heavy,200.0,0.35,0,dehydrated,6.59,construction,480.0,3795.1,37.7,34.8,0.0,144.8,Composite,3,CRITICAL,red
37.86,50.04,27.4,1.91,29.72,37.86,34,46.6,164.2,17.29,heavy,200.0,0.33,0,mild,6.83,construction,32.0,6406.3,38.1,35.8,0.0,132.7,Composite,3,CRITICAL,red
35.49,38.53,57.38,3.64,30.159,45.226,43,50.4,176.0,16.28,heavy,200.0,0.41,0,well,6.14,agriculture,480.0,5126.7,38.0,34.7,111.34,137.3,Hot_Humid,0,LOW,green
33.59,41.66,26.52,2.25,25.149,33.591,43,83.5,163.0,31.44,heavy,200.0,0.59,0,mild,6.15,construction,480.0,4660.0,37.9,34.8,62.78,126.2,Semi_Arid,0,LOW,green
33.27,43.45,46.19,1.82,28.528,35.747,19,81.3,175.8,26.33,heavy,200.0,0.67,1,mild,6.71,fishing,480.0,5077.7,37.9,35.2,94.36,131.6,Hot_Humid,0,LOW,green
36.64,48.53,42.85,1.46,31.476,41.59,51,60.5,156.5,24.71,heavy,200.0,0.61,0,well,6.53,tea_plantation,480.0,5936.5,37.9,35.6,88.25,130.7,Highland,0,LOW,green
36.65,38.61,74.22,1.77,33.627,59.833,43,76.7,170.7,26.31,heavy,200.0,0.34,0,mild,6.21,agriculture,480.0,7543.2,37.7,35.4,59.33,148.9,Hot_Humid,1,MODERATE,yellow
